,Address,BeginDate,BeginTime,Category,Distance,Duration,EndDate,EndTime,IndexTime,Name,WeekDay
188,"1190 Chicon St, Austin, TX 78702",3/19/2018,15:13:51,Community Center,0,1h 58min 58sec,3/19/2018,17:12:50,3/19/2018 15:13,Mission Possible Austin,0
189,,3/19/2018,15:08:12,Driving,1932,0h 5min 39sec,3/19/2018,15:13:51,3/19/2018 15:08,Driving,0
190,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/19/2018,11:38:26,Apartment Building,0,3h 29min 46sec,3/19/2018,15:08:12,3/19/2018 11:38,Home,0
191,,3/19/2018,11:31:19,On a bus,1178,0h 7min 6sec,3/19/2018,11:38:26,3/19/2018 11:31,On a bus,0
192,"Austin, TX 78712",3/19/2018,8:58:54,Public University,0,2h 32min 25sec,3/19/2018,11:31:19,3/19/2018 8:58,The University of Texas at Austin,0
193,,3/19/2018,8:56:54,Walking,247,0h 1min 59sec,3/19/2018,8:58:54,3/19/2018 8:56,Walking,0
194,"2101 Speedway, Austin, TX 78712",3/19/2018,7:45:11,Recreation Center,0,1h 11min 42sec,3/19/2018,8:56:54,3/19/2018 7:45,Gregory Gymnasium,0
195,,3/19/2018,7:32:42,On a bus,2357,0h 12min 29sec,3/19/2018,7:45:11,3/19/2018 7:32,On a bus,0
196,"Austin, TX 78705",3/19/2018,7:18:34,Bus Station,0,0h 14min 8sec,3/19/2018,7:32:42,3/19/2018 7:18,3100 Red River/32nd,0
197,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/18/2018,22:19:00,Apartment Building,0,8h 59min 18sec,3/19/2018,7:18:18,3/18/2018 22:19,Home,6
198,,3/18/2018,22:02:40,Driving,13983,0h 16min 19sec,3/18/2018,22:19:00,3/18/2018 22:02,Driving,6
199,"11900 Hobby Horse Ct, Austin, TX 78758",3/18/2018,18:19:49,Apartment Building,0,3h 42min 51sec,3/18/2018,22:02:40,3/18/2018 18:19,Radius at the Domain,6
200,,3/18/2018,18:18:48,Walking,32,0h 1min 0sec,3/18/2018,18:19:49,3/18/2018 18:18,Walking,6
201,,3/18/2018,17:54:26,Driving,12521,0h 24min 21sec,3/18/2018,18:18:48,3/18/2018 17:54,Driving,6
202,"1000 E 41st St, Austin, TX 78751",3/18/2018,17:34:48,Shopping Mall,0,0h 19min 38sec,3/18/2018,17:54:26,3/18/2018 17:34,Hancock Center,6
203,,3/18/2018,17:26:56,Driving,1609,0h 7min 51sec,3/18/2018,17:34:48,3/18/2018 17:26,Driving,6
204,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/18/2018,10:55:35,Apartment Building,0,6h 31min 21sec,3/18/2018,17:26:56,3/18/2018 10:55,Home,6
205,,3/18/2018,10:37:07,Driving,6684,0h 18min 28sec,3/18/2018,10:55:35,3/18/2018 10:37,Driving,6
206,"1715 Cesar Chavez St, Austin, TX 78703",3/18/2018,9:23:51,High School,0,1h 13min 16sec,3/18/2018,10:37:07,3/18/2018 9:23,Austin High School,6
207,Texas,3/18/2018,9:13:58,,0,0h 9min 18sec,3/18/2018,9:23:16,3/18/2018 9:13,Austin,6
208,,3/18/2018,9:08:01,Driving,6307,0h 5min 57sec,3/18/2018,9:13:58,3/18/2018 9:08,Driving,6
209,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/17/2018,15:19:50,Apartment Building,0,17h 48min 11sec,3/18/2018,9:08:01,3/17/2018 15:19,Home,5
210,,3/17/2018,14:49:35,Driving,40802,0h 30min 14sec,3/17/2018,15:19:50,3/17/2018 14:49,Driving,5
211,"Austin, TX 78712",3/17/2018,13:05:48,Public University,0,1h 43min 46sec,3/17/2018,14:49:35,3/17/2018 13:05,The University of Texas at Austin,5
212,,3/17/2018,12:18:54,Walking,35059,0h 46min 54sec,3/17/2018,13:05:48,3/17/2018 12:18,Walking,5
213,"Austin, TX 78712",3/17/2018,11:39:11,Public University,0,0h 39min 43sec,3/17/2018,12:18:54,3/17/2018 11:39,The University of Texas at Austin,5
214,,3/17/2018,10:58:07,Driving,23858,0h 41min 4sec,3/17/2018,11:39:11,3/17/2018 10:58,Driving,5
215,"6900 Brodie Ln, Austin, TX 78745",3/17/2018,10:42:33,Grocery Store,0,0h 15min 34sec,3/17/2018,10:58:07,3/17/2018 10:42,H-E-B Grocery,5
216,,3/17/2018,10:33:07,Driving,11299,0h 9min 26sec,3/17/2018,10:42:33,3/17/2018 10:33,Driving,5
217,"715 S Exposition Blvd, Austin, TX 78703",3/17/2018,10:06:09,Grocery Store,0,0h 26min 58sec,3/17/2018,10:33:07,3/17/2018 10:06,Randalls,5
218,,3/17/2018,9:47:30,Driving,10246,0h 18min 39sec,3/17/2018,10:06:09,3/17/2018 9:47,Driving,5
219,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/15/2018,20:04:15,Apartment Building,0,37h 43min 14sec,3/17/2018,9:47:30,3/15/2018 20:04,Home,3
220,,3/15/2018,19:58:01,Driving,1738,0h 6min 13sec,3/15/2018,20:04:15,3/15/2018 19:58,Driving,3
221,"1000 E 41st St, Austin, TX 78751",3/15/2018,19:22:45,Shopping Mall,0,0h 35min 16sec,3/15/2018,19:58:01,3/15/2018 19:22,Hancock Center,3
222,,3/15/2018,18:47:44,Driving,15511,0h 35min 1sec,3/15/2018,19:22:45,3/15/2018 18:47,Driving,3
223,"3600 Presidential Blvd, Austin, TX 78719",3/15/2018,18:11:11,Airport,0,0h 36min 32sec,3/15/2018,18:47:44,3/15/2018 18:11,Austin-Bergstrom International Airport,3
224,,3/15/2018,14:59:30,Flying,1777841,3h 11min 40sec,3/15/2018,18:11:11,3/15/2018 14:59,Flying,3
225,"100 Terminal Dr, Fort Lauderdale, FL 33315",3/15/2018,13:35:32,Airport,0,1h 23min 58sec,3/15/2018,14:59:30,3/15/2018 13:35,Fort Lauderdale-Hollywood International Airport,3
226,,3/15/2018,13:06:55,Driving,10117,0h 28min 37sec,3/15/2018,13:35:32,3/15/2018 13:06,Driving,3
227,"1100 Seabreeze Blvd, Fort Lauderdale, FL 33316",3/15/2018,11:14:17,Park,0,1h 52min 38sec,3/15/2018,13:06:55,3/15/2018 11:14,Fort Lauderdale Beach Park,3
228,,3/15/2018,11:07:32,Driving,1522,0h 6min 44sec,3/15/2018,11:14:17,3/15/2018 11:07,Driving,3
229,"441 S Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33316",3/15/2018,10:44:39,Coffee Shop,0,0h 22min 53sec,3/15/2018,11:07:32,3/15/2018 10:44,St. Bart's Coffee Company,3
230,,3/15/2018,10:40:18,Driving,112,0h 4min 20sec,3/15/2018,10:44:39,3/15/2018 10:40,Driving,3
231,"417 S Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33316",3/15/2018,9:15:18,Breakfast Restaurant,0,1h 25min 0sec,3/15/2018,10:40:18,3/15/2018 9:15,Beach Bunnies Cafe,3
232,,3/15/2018,9:13:39,Walking,226,0h 1min 38sec,3/15/2018,9:15:18,3/15/2018 9:13,Walking,3
233,,3/15/2018,8:50:31,Driving,4684,0h 23min 7sec,3/15/2018,9:13:39,3/15/2018 8:50,Driving,3
234,"Fort Lauderdale, FL 33316",3/15/2018,7:39:46,Shipyard,0,1h 10min 45sec,3/15/2018,8:50:31,3/15/2018 7:39,Port Everglades Terminal 29,3
235,,3/13/2018,16:25:00,Boating,945993,39h 14min 45sec,3/15/2018,7:39:46,3/13/2018 16:25,Boating,1
236,"Quintana Roo, Mexico",3/13/2018,16:12:12,Island,0,0h 12min 48sec,3/13/2018,16:25:00,3/13/2018 16:12,Cozumel,1
237,,3/13/2018,16:05:47,Driving,4328,0h 6min 24sec,3/13/2018,16:12:12,3/13/2018 16:05,Driving,1
238,"Quintana Roo C-1 km 4.5, Costera, 77600 San Miguel de Cozumel, Q.R., Mexico",3/13/2018,15:59:46,Cruise Terminal,0,0h 6min 1sec,3/13/2018,16:05:47,3/13/2018 15:59,"Cruise Ship Terminal, Cozumel, Mexico",1
239,,3/13/2018,15:51:28,Walking,335,0h 8min 17sec,3/13/2018,15:59:46,3/13/2018 15:51,Walking,1
240,"Quintana Roo, Mexico",3/13/2018,15:35:15,Island,0,0h 16min 12sec,3/13/2018,15:51:28,3/13/2018 15:35,Cozumel,1
241,,3/13/2018,15:30:49,Walking,327,0h 4min 25sec,3/13/2018,15:35:15,3/13/2018 15:30,Walking,1
242,,3/13/2018,15:18:01,Driving,4773,0h 12min 48sec,3/13/2018,15:30:49,3/13/2018 15:18,Driving,1
243,"Carretera a Chankanaab Km 8.5 s/n, Zona Hotelera Sur, 77600 San Miguel de Cozumel, Q.R., Mexico",3/13/2018,11:51:20,Tour Agency,0,3h 26min 41sec,3/13/2018,15:18:01,3/13/2018 11:51,Playa Uvas,1
244,,3/13/2018,11:31:47,Driving,10746,0h 19min 32sec,3/13/2018,11:51:20,3/13/2018 11:31,Driving,1
245,"Carretera a Chankanaab Km 8.5 s/n, Zona Hotelera Sur, 77600 San Miguel de Cozumel, Q.R., Mexico",3/13/2018,10:43:02,Tour Agency,0,0h 48min 45sec,3/13/2018,11:31:47,3/13/2018 10:43,Playa Uvas,1
246,,3/12/2018,17:29:04,Boating,242953,17h 13min 57sec,3/13/2018,10:43:02,3/12/2018 17:29,Boating,0
247,,3/12/2018,13:09:05,Driving,15321,4h 19min 59sec,3/12/2018,17:29:04,3/12/2018 13:09,Driving,0
248,"Carretera Mahahual - Xcalak Km. 6.5, 77940 Mahahual, Q.R., Mexico",3/12/2018,11:46:36,Beach Resort,0,1h 22min 28sec,3/12/2018,13:09:05,3/12/2018 11:46,Maya Chan Beach,0
249,,3/10/2018,17:19:35,Boating,1102888,41h 27min 1sec,3/12/2018,11:46:36,3/10/2018 17:19,Boating,5
250,"Hollywood, FL 33019",3/10/2018,17:13:31,Lake,0,0h 6min 3sec,3/10/2018,17:19:35,3/10/2018 17:13,North Lake,5
251,,3/10/2018,15:48:56,Driving,8941,1h 24min 35sec,3/10/2018,17:13:31,3/10/2018 15:48,Driving,5
252,Florida,3/10/2018,15:29:50,,0,0h 19min 5sec,3/10/2018,15:48:56,3/10/2018 15:29,Hollywood,5
253,,3/10/2018,14:23:14,Walking,527,1h 6min 36sec,3/10/2018,15:29:50,3/10/2018 14:23,Walking,5
254,,3/10/2018,13:46:14,Moving,0,0h 37min 0sec,3/10/2018,14:23:14,3/10/2018 13:46,Moving,5
255,,3/10/2018,13:27:13,Driving,12,0h 19min 0sec,3/10/2018,13:46:14,3/10/2018 13:27,Driving,5
256,"Fort Lauderdale, FL 33316",3/10/2018,11:17:14,Shipyard,0,2h 9min 59sec,3/10/2018,13:27:13,3/10/2018 11:17,Port Everglades Terminal 29,5
257,,3/10/2018,10:51:22,Driving,4731,0h 25min 52sec,3/10/2018,11:17:14,3/10/2018 10:51,Driving,5
258,"2301 SW 12th Ave, Fort Lauderdale, FL 33315",3/9/2018,22:55:28,Hotel,0,11h 55min 53sec,3/10/2018,10:51:22,3/9/2018 22:55,Hampton Inn Ft. Lauderdale Airport North Cruise Port,4
259,,3/9/2018,22:48:12,Walking,209,0h 7min 16sec,3/9/2018,22:55:28,3/9/2018 22:48,Walking,4
260,"1201 FL-84, Fort Lauderdale, FL 33315",3/9/2018,22:05:21,Fast Food,0,0h 42min 50sec,3/9/2018,22:48:12,3/9/2018 22:05,McDonald's,4
261,,3/9/2018,21:58:33,Walking,175,0h 6min 47sec,3/9/2018,22:05:21,3/9/2018 21:58,Walking,4
262,"2301 SW 12th Ave, Fort Lauderdale, FL 33315",3/9/2018,20:35:07,Hotel,0,1h 23min 26sec,3/9/2018,21:58:33,3/9/2018 20:35,Hampton Inn Ft. Lauderdale Airport North Cruise Port,4
263,,3/9/2018,19:43:22,Walking,3548,0h 51min 45sec,3/9/2018,20:35:07,3/9/2018 19:43,Walking,4
264,"1625 Cordova Rd, Fort Lauderdale, FL 33316",3/9/2018,19:26:57,Supermarket,0,0h 16min 25sec,3/9/2018,19:43:22,3/9/2018 19:26,Winn-Dixie,4
265,,3/9/2018,19:17:21,Walking,816,0h 9min 36sec,3/9/2018,19:26:57,3/9/2018 19:17,Walking,4
266,"Fort Lauderdale, FL 33316",3/9/2018,19:06:23,,0,0h 10min 58sec,3/9/2018,19:17:21,3/9/2018 19:06,Harbordale,4
267,"Fort Lauderdale, FL 33316",3/9/2018,18:57:50,,0,0h 7min 57sec,3/9/2018,19:05:47,3/9/2018 18:57,Harbordale,4
268,,3/9/2018,18:49:11,Walking,762,0h 8min 39sec,3/9/2018,18:57:50,3/9/2018 18:49,Walking,4
269,"Fort Lauderdale, FL 33316",3/9/2018,18:34:09,,0,0h 15min 2sec,3/9/2018,18:49:11,3/9/2018 18:34,2301 SE 17th St,4
270,,3/9/2018,18:15:49,Walking,1386,0h 18min 20sec,3/9/2018,18:34:09,3/9/2018 18:15,Walking,4
271,"Fort Lauderdale, FL",3/9/2018,18:07:00,,0,0h 8min 49sec,3/9/2018,18:15:49,3/9/2018 18:07,Central Beach,4
272,,3/9/2018,17:51:49,Walking,2005,0h 15min 10sec,3/9/2018,18:07:00,3/9/2018 17:51,Walking,4
273,"429 Seabreeze Blvd, Fort Lauderdale, FL 33316",3/9/2018,15:58:47,Seafood,0,1h 53min 1sec,3/9/2018,17:51:49,3/9/2018 15:58,Coconuts,4
274,,3/9/2018,15:26:08,Driving,7372,0h 32min 39sec,3/9/2018,15:58:47,3/9/2018 15:26,Driving,4
275,"2301 SW 12th Ave, Fort Lauderdale, FL 33315",3/9/2018,14:37:50,Hotel,0,0h 48min 18sec,3/9/2018,15:26:08,3/9/2018 14:37,Hampton Inn Ft. Lauderdale Airport North Cruise Port,4
276,,3/9/2018,11:13:43,Flying,1796296,3h 24min 6sec,3/9/2018,14:37:50,3/9/2018 11:13,Flying,4
277,"3600 Presidential Blvd, Austin, TX 78719",3/9/2018,10:56:21,Airport,0,0h 17min 22sec,3/9/2018,11:13:43,3/9/2018 10:56,Austin-Bergstrom International Airport,4
278,,3/9/2018,10:53:47,Driving,2313,0h 2min 33sec,3/9/2018,10:56:21,3/9/2018 10:53,Driving,4
279,Texas,3/9/2018,10:41:04,,0,0h 12min 42sec,3/9/2018,10:53:47,3/9/2018 10:41,Austin,4
280,,3/9/2018,10:13:20,Driving,11630,0h 27min 44sec,3/9/2018,10:41:04,3/9/2018 10:13,Driving,4
281,"2823 E Mlk St, Austin, TX 78702",3/9/2018,10:07:23,Apartment Rental Agency,0,0h 5min 56sec,3/9/2018,10:13:20,3/9/2018 10:07,Platform Apartments,4
282,,3/9/2018,9:57:19,Driving,1870,0h 10min 4sec,3/9/2018,10:07:23,3/9/2018 9:57,Driving,4
283,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/9/2018,9:49:51,Apartment Building,0,0h 7min 28sec,3/9/2018,9:57:19,3/9/2018 9:49,Home,4
284,,3/9/2018,9:42:46,Driving,3135,0h 7min 4sec,3/9/2018,9:49:51,3/9/2018 9:42,Driving,4
285,"Austin, TX 78712",3/9/2018,8:53:24,Public University,0,0h 49min 22sec,3/9/2018,9:42:46,3/9/2018 8:53,The University of Texas at Austin,4
286,,3/9/2018,8:39:31,Skateboarding,1977,0h 13min 53sec,3/9/2018,8:53:24,3/9/2018 8:39,Skateboarding,4
287,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/9/2018,8:30:13,Apartment Building,0,0h 9min 18sec,3/9/2018,8:39:31,3/9/2018 8:30,Home,4
288,,3/9/2018,8:13:03,Driving,4602,0h 17min 10sec,3/9/2018,8:30:13,3/9/2018 8:13,Driving,4
289,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/8/2018,22:15:32,Apartment Building,0,9h 57min 30sec,3/9/2018,8:13:03,3/8/2018 22:15,Home,3
290,,3/8/2018,22:01:19,Driving,4507,0h 14min 12sec,3/8/2018,22:15:32,3/8/2018 22:01,Driving,3
291,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/8/2018,21:49:31,Apartment Building,0,0h 11min 47sec,3/8/2018,22:01:19,3/8/2018 21:49,Home,3
292,,3/8/2018,21:35:55,Driving,1837,0h 13min 36sec,3/8/2018,21:49:31,3/8/2018 21:35,Driving,3
293,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/8/2018,21:17:39,Apartment Building,0,0h 18min 15sec,3/8/2018,21:35:55,3/8/2018 21:17,Home,3
294,,3/8/2018,21:06:26,Walking,1007,0h 11min 13sec,3/8/2018,21:17:39,3/8/2018 21:06,Walking,3
295,"301 E Dean Keeton St, Austin, TX 78712",3/8/2018,18:02:26,School,0,3h 3min 59sec,3/8/2018,21:06:26,3/8/2018 18:02,ECJ,3
296,,3/8/2018,17:52:35,On a bus,1141,0h 9min 51sec,3/8/2018,18:02:26,3/8/2018 17:52,On a bus,3
297,,3/8/2018,17:39:37,Walking,1231,0h 12min 57sec,3/8/2018,17:52:35,3/8/2018 17:39,Walking,3
298,"Austin, TX 78705",3/8/2018,17:26:41,,0,0h 12min 55sec,3/8/2018,17:39:37,3/8/2018 17:26,West Campus,3
299,,3/8/2018,17:22:57,Walking,543,0h 3min 44sec,3/8/2018,17:26:41,3/8/2018 17:22,Walking,3
300,"2021 Guadalupe St, Austin, TX 78705",3/8/2018,16:56:39,Department Store,0,0h 26min 18sec,3/8/2018,17:22:57,3/8/2018 16:56,Target,3
301,,3/8/2018,16:54:29,Walking,273,0h 2min 9sec,3/8/2018,16:56:39,3/8/2018 16:54,Walking,3
302,"303 W Martin Luther King Jr Blvd, Austin, TX 78701",3/8/2018,15:54:10,Frozen Yogurt Shop,0,1h 0min 19sec,3/8/2018,16:54:29,3/8/2018 15:54,TCBY,3
303,,3/8/2018,15:20:36,Walking,1915,0h 33min 33sec,3/8/2018,15:54:10,3/8/2018 15:20,Walking,3
304,"301 E Dean Keeton St, Austin, TX 78712",3/8/2018,13:51:29,School,0,1h 29min 7sec,3/8/2018,15:20:36,3/8/2018 13:51,ECJ,3
305,,3/8/2018,13:46:28,Driving,947,0h 5min 0sec,3/8/2018,13:51:29,3/8/2018 13:46,Driving,3
306,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/8/2018,12:54:17,Apartment Building,0,0h 52min 11sec,3/8/2018,13:46:28,3/8/2018 12:54,Home,3
307,,3/8/2018,12:52:26,Walking,1151,0h 1min 50sec,3/8/2018,12:54:17,3/8/2018 12:52,Walking,3
308,,3/8/2018,12:45:23,Driving,2851,0h 7min 3sec,3/8/2018,12:52:26,3/8/2018 12:45,Driving,3
309,"Austin, TX 78712",3/8/2018,9:12:57,Public University,0,3h 32min 26sec,3/8/2018,12:45:23,3/8/2018 9:12,The University of Texas at Austin,3
310,,3/8/2018,9:04:40,On a bus,3674,0h 8min 16sec,3/8/2018,9:12:57,3/8/2018 9:04,On a bus,3
311,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/7/2018,22:39:00,Apartment Building,0,10h 25min 40sec,3/8/2018,9:04:40,3/7/2018 22:39,Home,2
312,,3/7/2018,22:26:15,Walking,998,0h 12min 45sec,3/7/2018,22:39:00,3/7/2018 22:26,Walking,2
313,"301 E Dean Keeton St, Austin, TX 78712",3/7/2018,18:21:40,School,0,4h 4min 35sec,3/7/2018,22:26:15,3/7/2018 18:21,ECJ,2
314,,3/7/2018,18:10:57,Walking,1045,0h 10min 42sec,3/7/2018,18:21:40,3/7/2018 18:10,Walking,2
315,"Austin, TX 78712",3/7/2018,14:05:13,Public University,0,4h 5min 44sec,3/7/2018,18:10:57,3/7/2018 14:05,The University of Texas at Austin,2
316,,3/7/2018,13:55:14,Walking,852,0h 9min 58sec,3/7/2018,14:05:13,3/7/2018 13:55,Walking,2
317,"301 E Dean Keeton St, Austin, TX 78712",3/7/2018,11:58:40,School,0,1h 56min 33sec,3/7/2018,13:55:14,3/7/2018 11:58,ECJ,2
318,,3/7/2018,11:56:29,Walking,477,0h 2min 10sec,3/7/2018,11:58:40,3/7/2018 11:56,Walking,2
319,"Austin, TX 78712",3/7/2018,7:29:38,Public University,0,4h 26min 50sec,3/7/2018,11:56:29,3/7/2018 7:29,The University of Texas at Austin,2
320,,3/7/2018,7:17:19,On a bus,2081,0h 12min 19sec,3/7/2018,7:29:38,3/7/2018 7:17,On a bus,2
321,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/6/2018,22:43:32,Apartment Building,0,8h 33min 46sec,3/7/2018,7:17:19,3/6/2018 22:43,Home,1
322,,3/6/2018,22:29:33,Driving,11282,0h 13min 58sec,3/6/2018,22:43:32,3/6/2018 22:29,Driving,1
323,"3737 Executive Center Dr Ste. 210, Austin, TX 78731",3/6/2018,21:50:53,Public Relations Firm,0,0h 38min 39sec,3/6/2018,22:29:33,3/6/2018 21:50,Ketner Group PR + Marketing,1
324,,3/6/2018,21:42:20,Driving,3812,0h 8min 32sec,3/6/2018,21:50:53,3/6/2018 21:42,Driving,1
325,"9617 Great Hills Trail, Austin, TX 78759",3/6/2018,19:08:20,Apartment Building,0,2h 34min 0sec,3/6/2018,21:42:20,3/6/2018 19:08,Arboretum Oaks Apartments,1
326,,3/6/2018,19:04:41,Driving,2293,0h 3min 39sec,3/6/2018,19:08:20,3/6/2018 19:04,Driving,1
327,"5114 Balcones Woods Dr, Austin, TX 78759",3/6/2018,17:51:31,Shopping Mall,0,1h 13min 9sec,3/6/2018,19:04:41,3/6/2018 17:51,Balcones Woods,1
328,,3/6/2018,17:50:13,Walking,279,0h 1min 18sec,3/6/2018,17:51:31,3/6/2018 17:50,Walking,1
329,,3/6/2018,16:56:26,Driving,19671,0h 53min 46sec,3/6/2018,17:50:13,3/6/2018 16:56,Driving,1
330,"301 E Dean Keeton St, Austin, TX 78712",3/6/2018,11:32:23,School,0,5h 24min 2sec,3/6/2018,16:56:26,3/6/2018 11:32,ECJ,1
331,,3/6/2018,11:20:19,Walking,330,0h 12min 4sec,3/6/2018,11:32:23,3/6/2018 11:20,Walking,1
332,"2807 San Jacinto Blvd, Austin, TX 78712",3/6/2018,9:07:41,Taco Restaurant,0,2h 12min 38sec,3/6/2018,11:20:19,3/6/2018 9:07,Taco Joint,1
333,,3/6/2018,8:54:57,Driving,1500,0h 12min 44sec,3/6/2018,9:07:41,3/6/2018 8:54,Driving,1
334,"Austin, TX 78712",3/6/2018,7:36:33,Public University,0,1h 18min 23sec,3/6/2018,8:54:57,3/6/2018 7:36,The University of Texas at Austin,1
335,,3/6/2018,7:24:43,On a bus,1938,0h 11min 50sec,3/6/2018,7:36:33,3/6/2018 7:24,On a bus,1
336,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/5/2018,17:08:35,Apartment Building,0,14h 16min 7sec,3/6/2018,7:24:43,3/5/2018 17:08,Home,0
337,,3/5/2018,16:59:23,Driving,1880,0h 9min 11sec,3/5/2018,17:08:35,3/5/2018 16:59,Driving,0
338,"1190 Chicon St, Austin, TX 78702",3/5/2018,15:08:04,Community Center,0,1h 51min 19sec,3/5/2018,16:59:23,3/5/2018 15:08,Mission Possible Austin,0
339,,3/5/2018,15:01:50,Driving,1971,0h 6min 13sec,3/5/2018,15:08:04,3/5/2018 15:01,Driving,0
340,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/5/2018,11:54:07,Apartment Building,0,3h 7min 43sec,3/5/2018,15:01:50,3/5/2018 11:54,Home,0
341,,3/5/2018,11:51:08,Driving,901,0h 2min 58sec,3/5/2018,11:54:07,3/5/2018 11:51,Driving,0
342,"301 E Dean Keeton St, Austin, TX 78712",3/5/2018,10:11:12,School,0,1h 39min 55sec,3/5/2018,11:51:08,3/5/2018 10:11,ECJ,0
343,,3/5/2018,10:04:48,Walking,659,0h 6min 24sec,3/5/2018,10:11:12,3/5/2018 10:04,Walking,0
344,"Austin, TX 78712",3/5/2018,8:47:08,Public University,0,1h 17min 40sec,3/5/2018,10:04:48,3/5/2018 8:47,The University of Texas at Austin,0
345,,3/5/2018,8:39:35,On a bus,1229,0h 7min 32sec,3/5/2018,8:47:08,3/5/2018 8:39,On a bus,0
346,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/4/2018,23:36:05,Apartment Building,0,9h 3min 30sec,3/5/2018,8:39:35,3/4/2018 23:36,Home,6
347,,3/4/2018,23:20:51,Driving,13175,0h 15min 13sec,3/4/2018,23:36:05,3/4/2018 23:20,Driving,6
348,"11900 Hobby Horse Ct, Austin, TX 78758",3/4/2018,19:26:52,Apartment Building,0,3h 53min 59sec,3/4/2018,23:20:51,3/4/2018 19:26,Radius at the Domain,6
349,,3/4/2018,19:24:43,Driving,1246,0h 2min 8sec,3/4/2018,19:26:52,3/4/2018 19:24,Driving,6
350,"11101 Burnet Rd, Austin, TX 78758",3/4/2018,18:53:16,Chinese,0,0h 31min 27sec,3/4/2018,19:24:43,3/4/2018 18:53,Bamboo Bistro,6
351,,3/4/2018,18:48:50,Driving,1172,0h 4min 25sec,3/4/2018,18:53:16,3/4/2018 18:48,Driving,6
352,"11900 Hobby Horse Ct, Austin, TX 78758",3/4/2018,18:34:21,Apartment Building,0,0h 14min 29sec,3/4/2018,18:48:50,3/4/2018 18:34,Radius at the Domain,6
353,,3/4/2018,15:05:39,Driving,335379,3h 28min 41sec,3/4/2018,18:34:21,3/4/2018 15:05,Driving,6
354,"Plano, TX 75025",3/4/2018,14:10:28,,0,0h 55min 11sec,3/4/2018,15:05:39,3/4/2018 14:10,2217 Stanmore Ln,6
355,,3/4/2018,13:56:17,Driving,9560,0h 14min 10sec,3/4/2018,14:10:28,3/4/2018 13:56,Driving,6
356,"Plano, TX 75074",3/4/2018,13:22:23,,0,0h 33min 54sec,3/4/2018,13:56:17,3/4/2018 13:22,2428 Bigleaf Ct,6
357,,3/4/2018,13:10:46,Driving,9265,0h 11min 37sec,3/4/2018,13:22:23,3/4/2018 13:10,Driving,6
358,Texas,3/4/2018,10:58:21,,0,2h 12min 24sec,3/4/2018,13:10:46,3/4/2018 10:58,Richardson,6
359,,3/4/2018,10:43:24,Driving,8778,0h 14min 57sec,3/4/2018,10:58:21,3/4/2018 10:43,Driving,6
360,"Plano, TX 75074",3/4/2018,0:18:24,,0,10h 25min 0sec,3/4/2018,10:43:24,3/4/2018 0:18,2428 Bigleaf Ct,6
361,,3/3/2018,23:54:29,Driving,35196,0h 23min 55sec,3/4/2018,0:18:24,3/3/2018 23:54,Driving,5
362,"2924 Lucas Dr, Dallas, TX 75219",3/3/2018,20:57:46,Apartment Building,0,2h 56min 43sec,3/3/2018,23:54:29,3/3/2018 20:57,Aura Cedar Apartments,5
363,,3/3/2018,20:28:53,Driving,37049,0h 28min 53sec,3/3/2018,20:57:46,3/3/2018 20:28,Driving,5
364,Texas,3/3/2018,20:22:52,,0,0h 6min 1sec,3/3/2018,20:28:53,3/3/2018 20:22,Plano,5
365,,3/3/2018,20:19:25,Driving,2617,0h 3min 27sec,3/3/2018,20:22:52,3/3/2018 20:19,Driving,5
366,"Plano, TX 75074",3/3/2018,18:15:02,,0,2h 4min 22sec,3/3/2018,20:19:25,3/3/2018 18:15,2428 Bigleaf Ct,5
367,,3/3/2018,18:10:09,Driving,1686,0h 4min 52sec,3/3/2018,18:15:02,3/3/2018 18:10,Driving,5
368,"5901 Los Rios Blvd, Plano, TX 75074",3/3/2018,17:23:12,Park,0,0h 46min 57sec,3/3/2018,18:10:09,3/3/2018 17:23,Oak Point Park and Nature Preserve,5
369,,3/3/2018,17:11:11,Driving,2281,0h 12min 0sec,3/3/2018,17:23:12,3/3/2018 17:11,Driving,5
370,"Plano, TX 75074",3/3/2018,15:32:06,,0,1h 39min 5sec,3/3/2018,17:11:11,3/3/2018 15:32,2428 Bigleaf Ct,5
371,,3/3/2018,15:19:52,Driving,2150,0h 12min 14sec,3/3/2018,15:32:06,3/3/2018 15:19,Driving,5
